id,entity_type,entity_id,language_code,field_name,content,is_primary,created_at,updated_at
32cb82bd-c5ca-4f72-827c-3a6f8998fba7,required_documents,RD-00036,en,document_name,"ID document, Photograph, Payment proof",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
43a019a4-fa58-4391-ab6a-0df04e4c6408,required_documents,RD-00038,fr,document_name,"Passeport actuel, Pièce d'identité, Photographie",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
6bd2b5a5-d733-45c2-b927-3f142307a1d7,required_documents,RD-00039,en,document_name,"Current passport, ID document, Photograph",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
0f097a23-d49f-402f-a29f-e7a0e71f48b6,required_documents,RD-00041,fr,document_name,"Pièce d'identité, Justificatif d'inscription consulaire",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
f0f96238-b591-44a4-89ef-c2539f3d2d8b,required_documents,RD-00042,en,document_name,"ID document, Consular registration proof",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
78e40235-d933-4f7a-88a5-30b6421deaac,required_documents,RD-00044,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
7acb9092-0f75-48f3-a776-0c26eb07447e,required_documents,RD-00045,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
1899f7a1-4d68-4966-a35e-f63e20aee424,required_documents,RD-00047,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
ba0234e3-0c5d-4d9c-a6bb-780b7ad902ab,required_documents,RD-00048,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
77b30f8a-3a39-46f7-990b-94ff004c5988,required_documents,RD-00050,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
78ac371e-6f7f-40b0-a22f-23ab8b509c04,required_documents,RD-00051,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
a0a8c2c6-fb26-4756-99a5-231c4b4b3201,required_documents,RD-00053,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
e1e3961b-0e3d-45ff-ba26-59319f06a859,required_documents,RD-00054,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
0a4543c7-09ba-411c-b648-d8e99b365b3f,required_documents,RD-00056,fr,document_name,"Documentation de l'aéronef, Certificat de poids détaillé",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
991a1a16-613a-47b8-9d1e-297e2dc57519,required_documents,RD-00057,en,document_name,"Aircraft documentation, Detailed weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
37c736b0-f9d3-4039-8342-94028f4f2f6a,required_documents,RD-00059,fr,document_name,"Certificat d'aéronef privé, Documentation de tourisme",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
a788d97c-0317-4744-919f-f0256a39031a,required_documents,RD-00060,en,document_name,"Private aircraft certificate, Tourism documentation",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
4ae85853-74aa-4173-9e0e-a9147f1d1539,required_documents,RD-00062,fr,document_name,"Certificat d'aéronef, Documentation d'hélicoptère",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
e149253f-cf42-47dd-b3cc-14099b938023,required_documents,RD-00063,en,document_name,"Aircraft certificate, Helicopter documentation",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
3a3b377c-e6dd-4cc7-baa7-332b032e959d,required_documents,RD-00065,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
4a9198fa-f3b1-4b99-adef-837d15038852,required_documents,RD-00066,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
fc40b81d-f009-44d2-9782-b72b66851bd6,required_documents,RD-00068,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
72879e60-c569-4552-b1ba-3a6d4f9f95d6,required_documents,RD-00069,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
d971d9ae-b017-4323-a847-35c75ef13fa0,required_documents,RD-00071,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
8ce4dc46-1beb-4d7b-a075-c765c5782be6,required_documents,RD-00072,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
db6f7635-1394-4419-8058-adf69ab96912,required_documents,RD-00074,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
325fdc8e-e9bb-4774-b6dd-e7f4cafde168,required_documents,RD-00075,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
e28e9d52-233b-4a0c-8e7b-920b0c67e1f4,required_documents,RD-00077,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
56a23a48-c640-4cb6-a064-938c88a09a01,required_documents,RD-00078,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
603cdcb7-eca4-4009-82b1-72350edf2b1f,required_documents,RD-00080,fr,document_name,"Documentation de l'aéronef, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
978f8898-27df-41a2-926f-0ecc7dc56fd5,required_documents,RD-00081,en,document_name,"Aircraft documentation, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
2df3265a-4d18-4b12-a105-1b3b0c9fbde7,required_documents,RD-00083,fr,document_name,"Documentation de l'aéronef, Certificat de poids détaillé",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
a76aa611-7f78-418b-be07-57f0c36c6031,required_documents,RD-00084,en,document_name,"Aircraft documentation, Detailed weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
a3bbe9ec-4f1f-4c47-acaa-82c8b823384c,required_documents,RD-00086,fr,document_name,"Document d'enregistrement, Certificat de poids",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
e3054344-39f5-422a-bcba-dbd00850030f,required_documents,RD-00087,en,document_name,"Registration document, Weight certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
66b131c1-48f6-477e-982f-92568e315268,required_documents,RD-00089,fr,document_name,"Document de propriété, Identification du propriétaire",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
5296b757-d58c-41fe-9953-7283d630a2fb,required_documents,RD-00090,en,document_name,"Ownership documentation, Owner identification",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
93b51d27-fe3e-4738-b0e1-1560d2b671b9,required_documents,RD-00092,fr,document_name,"Demande d'immatriculation temporaire, Documentation provisoire d'aéronef, Preuve de procédure",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
4c4af708-c015-42ae-8ebb-74a4a53e9bd5,required_documents,RD-00093,en,document_name,"Temporary registration request, Provisional aircraft documentation, Procedure proof",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
42459969-9a2e-4b65-a076-4c09e2cce200,required_documents,RD-00095,fr,document_name,"Certificat temporaire en cours de validité, Documentation d'aéronef mise à jour, Preuve de paiement",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
4548d974-d411-4d2c-9cbb-4cfb5d7e0d6b,required_documents,RD-00096,en,document_name,"Current temporary certificate, Updated aircraft documentation, Payment proof",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
0ef9e56f-6ada-4332-baba-7d0e03cad48e,required_documents,RD-00098,fr,document_name,"Certificat original, Déclaration de perte, Pièce d'identité, Preuve de paiement",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
0c767c72-55fd-4d11-8107-08bc32e91475,required_documents,RD-00099,en,document_name,"Original certificate, Loss declaration, Identification document, Payment proof",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
05e700c9-6fc1-442c-971a-a6afa0d5a0ab,required_documents,RD-00101,fr,document_name,"Document de transfert, Certificat d'immatriculation actuel, Pièce d'identité du nouveau propriétaire, Contrat de vente",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
3f3b2e66-f42b-4370-890e-5834f3faa384,required_documents,RD-00102,en,document_name,"Transfer document, Current registration certificate, New owner's identification, Sales contract",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
25564dfa-7658-4d16-8a69-e6020c2fb52f,required_documents,RD-00104,fr,document_name,"Document d'hypothèque, Certificat d'immatriculation, Pièce d'identité, Preuve de paiement",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
ff5ad2be-0dd7-47ca-8a22-1885d5c6e49b,required_documents,RD-00105,en,document_name,"Mortgage document, Registration certificate, Identification document, Payment proof",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
1b6fff9d-38cd-4937-a2db-171fe8e7e4fb,required_documents,RD-00107,fr,document_name,"Document original du registre, Pièce d'identité, Preuve de demande",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
0aa165d3-2cf5-4798-97c7-30e964723504,required_documents,RD-00108,en,document_name,"Original registry document, Identification document, Request proof",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
a6de1616-b444-4ac4-9c46-e46643b5e162,required_documents,RD-00110,fr,document_name,"Certificat original de navigabilité, Documentation technique de l'aéronef, Historique de maintenance",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
5b0c4866-19ca-4890-b001-17da4fb5c464,required_documents,RD-00111,en,document_name,"Original airworthiness certificate, Aircraft technical documentation, Maintenance history",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
10599116-2f46-47d0-8bd2-598f8323dd2c,required_documents,RD-00113,fr,document_name,"Documentation spéciale de l'aéronef, Rapport technique détaillé, Justification de condition spéciale",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
657e09d7-369d-4e7c-b657-3e8b134223f4,required_documents,RD-00114,en,document_name,"Special aircraft documentation, Detailed technical report, Special condition justification",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
893ed0b3-ea22-4222-8814-00c8bbdae171,required_documents,RD-00116,fr,document_name,"Plan de vol détaillé, Documentation de l'aéronef, Certificats de sécurité",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
6ca91d23-1a05-4221-815e-85e268787621,required_documents,RD-00117,en,document_name,"Detailed flight plan, Aircraft documentation, Safety certificates",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
8195a4f3-f79a-439e-952e-1d1ad6eb0a49,required_documents,RD-00119,fr,document_name,"Contrat de location original, Documentation de l'aéronef, Identification des parties",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
57b97d4a-7334-42bb-997e-6ccfc34df7f8,required_documents,RD-00120,en,document_name,"Original leasing contract, Aircraft documentation, Parties identification",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
0c2ebf57-8321-4b25-a14c-6ff78f092d0b,required_documents,RD-00122,fr,document_name,"Document juridique original, Certificat de propriété d'aéronef, Évaluation de la valeur",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
e0c77288-7c99-472b-98cb-abc5e174edcf,required_documents,RD-00123,en,document_name,"Original legal document, Aircraft ownership certificate, Value appraisal",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
c16eff4c-7774-449b-91ad-09fbf425416c,required_documents,RD-00125,fr,document_name,"Certificat de navigabilité étranger original, Documentation technique complète, Historique de maintenance",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
5ee37661-f930-412c-a72f-e673032bb06e,required_documents,RD-00126,en,document_name,"Original foreign airworthiness certificate, Complete technical documentation, Maintenance history",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
471f0c32-d270-45a1-8eed-c8200d619283,required_documents,RD-00128,fr,document_name,"Documentation technique d'installation radioélectrique, Certificat d'étalonnage, Plan d'installation",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
4dbdef98-f4ce-403c-b4b2-c0981b591b63,required_documents,RD-00129,en,document_name,"Radioelectric installation technical documentation, Calibration certificate, Installation plan",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
50728b74-f913-4376-9378-1fbe9de1cf52,required_documents,RD-00131,fr,document_name,"Rapport de niveaux de bruit, Documentation technique de l'aéronef, Certificat du fabricant",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
4cd0e8aa-4198-47dc-a509-7ba4f708f8dc,required_documents,RD-00132,en,document_name,"Noise level report, Aircraft technical documentation, Manufacturer's certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
b08d1c79-c6b4-4e3e-87ca-098ec57058c2,required_documents,RD-00134,fr,document_name,"Documentation technique de l'aéronef, Certificat de capacités spéciales, Plan de vol détaillé",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
b0cf1452-240e-4227-94c2-5f82b764588c,required_documents,RD-00135,en,document_name,"Aircraft technical documentation, Special capabilities certificate, Detailed flight plan",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
b3f4edcf-4456-4824-847b-a71f7eb31c9a,required_documents,RD-00137,fr,document_name,"Plan du terrain, Documentation de propriété, Certificat d'utilisation du sol",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
8dc2f052-e713-4561-be69-c4a25c721846,required_documents,RD-00138,en,document_name,"Land plot plan, Ownership documentation, Land use certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
2a49611a-f330-4446-8f1e-bfb94f67c930,required_documents,RD-00140,fr,document_name,"Plan du terrain, Documentation de propriété, Certificat de zonage",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
d56bedfd-e7ad-4368-98bf-c7c133ff06df,required_documents,RD-00141,en,document_name,"Land plot plan, Ownership documentation, Zoning certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
cd1d7c8c-0c19-4233-a9e2-f9bfcc508096,required_documents,RD-00143,fr,document_name,"Plan de vol, Documentation de l'aéronef, Certificat d'opération",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
af15057b-88c6-42c1-8d59-75677b0c8aa2,required_documents,RD-00144,en,document_name,"Flight plan, Aircraft documentation, Operation certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
0f13acf6-24d7-433e-92a3-24ca085c5893,required_documents,RD-00146,fr,document_name,"Plan de route, Documentation de l'aéronef, Assurances de vol",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
c10000cf-739e-4a38-afb6-f9710da4c570,required_documents,RD-00147,en,document_name,"Route plan, Aircraft documentation, Flight insurance",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
a4ce4e24-d7a4-43cb-88e3-72531254d1df,required_documents,RD-00149,fr,document_name,"Plans topographiques, Documentation technique, Rapports antérieurs",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
b3f5669d-6654-44d3-ac4e-f3d11556f96c,required_documents,RD-00150,en,document_name,"Topographic plans, Technical documentation, Previous reports",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
d662d603-b6ba-4cba-b505-2a5af3946400,required_documents,RD-00152,fr,document_name,"Documentation de base, Information technique, Certificats de référence",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
d59290b7-c208-4c07-8858-e572f2bcb6f5,required_documents,RD-00153,en,document_name,"Base documentation, Technical information, Reference certificates",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
29b09056-9f9b-4610-9195-59041849137f,required_documents,RD-00155,fr,document_name,"Documentation spécifique, Certificats connexes, Rapports de support",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
db84cba1-fcb0-4b93-9fc6-c61454c3f02e,required_documents,RD-00156,en,document_name,"Specific documentation, Related certificates, Supporting reports",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
8e7880b5-4c8b-433f-82cc-5aed05367b73,required_documents,RD-00158,fr,document_name,"Billet d'entrée, Pièce d'identité",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
ffd18812-ca35-426a-9f34-6e34042715a2,required_documents,RD-00159,en,document_name,"Entry ticket, Identification document",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
6b1f04d1-9935-4af7-b9c0-a38b833d7c1b,required_documents,RD-00161,fr,document_name,"Ticket de stationnement, Pièce d'identité",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
ea438c08-80f9-4f5e-a211-571cfd0f5481,required_documents,RD-00162,en,document_name,"Parking ticket, Identification document",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
c4b18b98-37e0-490e-8863-6646d96f8a81,required_documents,RD-00164,fr,document_name,"Ticket de stationnement original, Preuve de paiement de la première heure",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
131ca9b3-ca8a-4e23-bf2d-f458276754f3,required_documents,RD-00165,en,document_name,"Original parking ticket, First hour payment proof",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
92383a7e-1121-470a-94ea-670f73e28c0d,required_documents,RD-00167,fr,document_name,"Ticket de stationnement journalier, Pièce d'identité",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
921d824a-46c6-4b4e-8a5f-aab680d8087d,required_documents,RD-00168,en,document_name,"Daily parking ticket, Identification document",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
8b0d6fba-c745-4cea-8e8d-abbc26f6dec8,required_documents,RD-00170,fr,document_name,"Documentation officielle de l'aéronef, Certificat de non-commercial, Autorisation étatique",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
c6f02202-d494-40d3-82a6-d7f588bbcb91,required_documents,RD-00171,en,document_name,"Official aircraft documentation, Non-commercial certificate, State authorization",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
93a876f7-152c-4093-b029-5e11bae94ade,required_documents,RD-00173,fr,document_name,"Documentation officielle gouvernementale, Certificat de non-commercial, Autorisation gouvernementale",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
b5dec5d1-8760-44df-be98-ccb6f6b06f2f,required_documents,RD-00174,en,document_name,"Official governmental documentation, Non-commercial certificate, Government authorization",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
f91232f4-9c1f-49be-9102-f293636d52a6,required_documents,RD-00176,fr,document_name,"Documentation officielle des services républicains, Certificat de non-commercial, Autorisation officielle",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
4ae4cff9-6c0d-4504-968e-562f1360edb1,required_documents,RD-00177,en,document_name,"Official republic services documentation, Non-commercial certificate, Official authorization",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
f44857c8-0762-4824-8850-40c64d35c756,required_documents,RD-00179,fr,document_name,"Documentation officielle d'aéronef militaire/gouvernemental, Certificat de pays ami, Autorisation de vol non commercial",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
33214a68-e2fa-4aff-bdc6-bf6c14487ab2,required_documents,RD-00180,en,document_name,"Official military/governmental aircraft documentation, Friendly country certificate, Non-commercial flight authorization",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
01261fff-8c92-4db1-84ed-d7cc0fca880c,required_documents,RD-00182,fr,document_name,"Documentation technique du moteur, Historique de maintenance, Certificat du fabricant",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
f7a97443-970d-4bde-aa10-1c505863ba65,required_documents,RD-00183,en,document_name,"Engine technical documentation, Maintenance history, Manufacturer's certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
17c386ea-001c-4722-916e-3b68613cc917,required_documents,RD-00185,fr,document_name,"Documentation technique de l'hélice, Historique de maintenance, Certificat du fabricant",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
d5fbb4c4-1446-4b1f-a90e-9b0a52e613a9,required_documents,RD-00186,en,document_name,"Propeller technical documentation, Maintenance history, Manufacturer's certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
eecbcded-fe90-47f3-b793-bce1e60d823b,required_documents,RD-00188,fr,document_name,"Documentation technique de l'aéronef, Historique de vol, Certificat de navigabilité",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
b69e72ff-9d96-463e-9504-67af62032299,required_documents,RD-00189,en,document_name,"Aircraft technical documentation, Flight history, Airworthiness certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
b8067e4a-62e7-41f5-8fcf-2491d20e8658,required_documents,RD-00191,fr,document_name,"Rapport de réparation, Documentation technique, Certificat d'atelier",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
23dac6c5-309a-48de-865c-cd233eeae263,required_documents,RD-00192,en,document_name,"Repair report, Technical documentation, Workshop certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
5a276867-9053-4bf1-894e-5a5507bc351a,required_documents,RD-00194,fr,document_name,"Rapport de modification, Documentation technique détaillée, Certificat de modification",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
f930711a-beb3-4a18-961e-8211b9b9a2ec,required_documents,RD-00195,en,document_name,"Modification report, Detailed technical documentation, Modification certificate",False,2025-09-29T11:18:34.892417Z,2025-09-29T11:18:34.892417Z
